entity_id,entity_name,industry,entity_kind,entity_kind_group,org_size,org_size_score,org_size_unknown,size_confidence,employee_size,turnover_size,sector_proxy,prior_records_band,prior_event_number,prior_event_date,prior_event_ids,prior_titles,spell_end_date,next_event_ids,next_titles,duration_days,event,event_number_cat,elapsed_band
2704,FIIG Securities,Financial,organisation,organisation,MEDIUM,2.0,0,0.9,medium,unknown,finance,10k-100k,1,2023-05-19,a7b90b19-ee4f-47f3-9245-05590a10c27e,FIIG Securities cyberattack and client data compromise,2026-08-05,,,1174,0,1,731-1460
2706,MediSecure,Healthcare,organisation,organisation,MEDIUM,2.0,0,0.6,medium,unknown,health,100k+,1,2024-04-01,97d89918-0964-4bd8-bc2e-769eb515196c,MediSecure Ransomware Attack and Data Breach,2026-08-05,,,856,0,1,731-1460
2743,Solar Service Guys,Technology,organisation,organisation,SMALL,1.0,0,0.7,small,unknown,technology,unknown,1,2023-06-01,ad079d9d-89e2-4e08-a6d8-1558f72879d7,LG and Solar Service Guys Respond to Data Breach Allegations,2026-08-05,,,1161,0,1,731-1460
2755,SmartPay,Technology,organisation,organisation,MEDIUM,2.0,0,0.7,medium,unknown,technology,unknown,1,2023-06-10,adfd2605-6852-415e-9207-5828bc567cf9,SmartPay ransomware attack (June 2023),2026-08-05,,,1152,0,1,731-1460
2760,Perpetual,Financial,organisation,organisation,LARGE,3.0,0,1.0,very_large,unknown,finance,10k-100k,1,2023-06-01,0ec362dc-de70-44dc-bd2b-671f31379511,Perpetual security incident spreads; client data compromised,2026-08-05,,,1161,0,1,731-1460
2766,PwC,Technology,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,technology,unknown,1,2022-05-01,a3b7a22b-d970-44c0-947e-0d6577dce7af,Ransomware in the supply chain,2023-05-27,a95ca772-62da-4aec-b8e0-9753fec8b4d0,"PwC caught up in global data breach, ASX closes up on Woolworths and CSL gains",391,1,1,366-730
2766,PwC,Technology,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,technology,unknown,2,2023-05-27,a95ca772-62da-4aec-b8e0-9753fec8b4d0,"PwC caught up in global data breach, ASX closes up on Woolworths and CSL gains",2026-08-05,,,1166,0,2,731-1460
2784,Breakthru,Other,organisation,organisation,LARGE,3.0,0,0.8,medium,unknown,other,unknown,1,2023-06-01,6adf6ee0-a20d-4da4-859d-ae0d395298a7,Breakthru data breach (June 2023),2026-08-05,,,1161,0,1,731-1460
2825,National Disability Insurance Agency (NDIA),Government,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,government,10k-100k,1,2023-11-01,b79b5f11-ad26-42dd-a49c-e976cfa34ff5,National Disability Insurance Agency data breach (November 2023),2026-08-05,,,1008,0,1,731-1460
2837,Parks Victoria,Government,organisation,organisation,LARGE,3.0,0,1.0,very_large,unknown,government,unknown,1,2023-07-04,76fad460-226a-49e1-9469-ce9918d11d0d,Parks Victoria booking system crash (July 2023),2026-08-05,,,1128,0,1,731-1460
2840,Ventia,Other,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,other,unknown,1,2023-07-01,6b59b4c6-e286-482f-a47a-76d1c70a7990,Ventia cyber incident containment & resolution,2026-08-05,,,1131,0,1,731-1460
2844,62 Australian Government entities,Other,unknown,other_or_unknown,UNKNOWN,2.8546875,1,0.9,unknown,unknown,government,<1k,1,2025-08-09,8d37591c-d54d-4d6f-9a91-f0197509db87,Oracle E-Business Suite Zero-Day Exploitation Campaign,2026-08-05,,,361,0,1,181-365
2877,Queensland Health,Government,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,government,unknown,1,2023-07-01,95fa1002-a543-4de6-9755-d2300b920b3c,Health records and privacy | Queensland Health,2026-08-05,,,1131,0,1,731-1460
2907,auDA,Government,organisation,organisation,MEDIUM,2.0,0,0.9,medium,unknown,government,unknown,1,2023-08-10,874e5d47-3bda-45c8-ac0e-e4a06c56f73b,Hackers claim to have breached auDA,2026-08-05,,,1091,0,1,731-1460
2909,Médecins Sans Frontières (MSF),,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,other,unknown,1,2023-04-01,99658816-907e-4d5e-83ae-7b93c0e55ac6,Notification per privacy act sections 26WK & 26WL | 1Médecins,2026-08-05,,,1222,0,1,731-1460
2926,Energy One,Technology,organisation,organisation,MEDIUM,2.0,0,0.9,medium,unknown,technology,unknown,1,2023-08-18,c1e0d1c3-7ec4-481e-9827-d9f685b510aa,Cyber Attack on Energy One,2026-08-05,,,1083,0,1,731-1460
2946,Tesla,Technology,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,technology,10k-100k,1,2023-05-01,9f9e67df-f969-4385-8fb1-2677c4f78229,Tesla says two ex-employees behind May data breach,2026-08-05,,,1192,0,1,731-1460
2997,Housing Industry Association (HIA),Other,organisation,organisation,LARGE,3.0,0,0.9,large,unknown,other,unknown,1,2023-05-01,73bddbfe-f477-40aa-86c1-d1e2d88f5ae9,PwC client hit in housing industry data hack,2026-08-05,,,1192,0,1,731-1460
3013,Dymocks,Retail,organisation,organisation,LARGE,3.0,0,0.9,large,unknown,retail,100k+,1,2023-06-01,42c10955-eeac-4b28-999b-2acc1c46c81d,Dymocks data breach linked to external data partner (2023),2026-08-05,,,1161,0,1,731-1460
3016,Pizza Hut Australia,Retail,organisation,organisation,LARGE,3.0,0,0.9,very_large,unknown,retail,100k+,1,2023-09-01,44378d79-a715-4d26-829b-033c408cdd56,Pizza Hut says customer data breached in cyber hack,2026-08-05,,,1069,0,1,731-1460
3071,Shell,Other,organisation,organisation,HUGE,4.0,0,0.9,unknown,unknown,other,10k-100k,1,2024-05-15,0d953d53-b894-417c-9276-b173173d2bb0,Aussies affected in alleged Shell fuel data breach,2026-08-05,,,812,0,1,731-1460
3185,Amnesty International Australia,,organisation,organisation,MEDIUM,2.0,0,0.9,medium,unknown,other,unknown,1,2023-04-01,a18b7ed9-0c07-4b8b-b812-9c70df634809,Amnesty International latest victim of widening telemarketer breach,2026-08-05,,,1222,0,1,731-1460
3187,Australian Ministry of Interior,Government,government_body,government_body,HUGE,4.0,0,0.9,very_large,unknown,government,unknown,1,2023-10-06,31ebaa8f-ffeb-4b12-ab30-1b5cce068455,DDoS Attack on Australian Ministry of Interior Website,2026-08-05,,,1034,0,1,731-1460
3189,Network Pacific Real Estate,Other,organisation,organisation,MEDIUM,2.0,0,0.6,medium,unknown,other,unknown,1,2023-10-01,db43235f-9367-4076-be46-9b7852c5fcd9,Ransomware gang posts 30GB of data it claims belongs to Victorian real estate group,2026-08-05,,,1039,0,1,731-1460
3194,Deloitte,Other,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,other,unknown,1,2016-10-01,1c39e2bc-e12d-472b-a980-c7ce544c5c39,Deloitte cyber-attack exposes client emails (October 2016),2026-08-05,,,3595,0,1,>1460
3214,Royal Women’s Hospital,Healthcare,organisation,organisation,LARGE,3.0,0,0.9,very_large,unknown,health,<1k,1,2023-10-05,ad805ca2-7bd7-49ee-a40a-19d4a256baa7,Personal data of almost 200 patients exposed in hack of Melbourne hospital staff member’s email,2026-08-05,,,1035,0,1,731-1460
3224,Department of Health and Wellbeing,Government,organisation,organisation,LARGE,3.0,0,1.0,very_large,unknown,government,<1k,1,2023-10-16,e0cb7db6-f302-428b-848b-57f37241fa4e,SA Health third-party app breach (October 2023),2026-08-05,,,1024,0,1,731-1460
3240,DP World,Other,organisation,organisation,LARGE,3.0,0,0.8,very_large,unknown,other,100k+,1,2023-11-10,db19b7c9-3883-4f9d-9828-1ceac82eac23,"DP World cyberattack: Hackers stole data, patch lapse blamed for",2026-08-05,,,999,0,1,731-1460
3254,Alfred Health,Healthcare,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,health,1k-10k,1,2019-11-01,731df64e-8e16-4d55-b8a5-2d79b08a03f0,The Alfred data breach (November 2019),2026-08-05,,,2469,0,1,>1460
3314,Certis Security Australia,Technology,organisation,organisation,LARGE,3.0,0,0.9,very_large,unknown,technology,unknown,1,2023-11-01,a7e829e2-5cfb-4215-9c2e-2b518e9361b2,Certis Security Australia suffers email breach,2026-08-05,,,1008,0,1,731-1460
3340,Datateks,Technology,organisation,organisation,SMALL,1.0,0,0.6,unknown,unknown,technology,<1k,1,2020-06-26,f5b0d4ca-7fd4-4765-886b-be9d745f5e4c,Recent privacy cases: data breach response,2026-08-05,,,2231,0,1,>1460
3412,St Vincent's Health Australia,Healthcare,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,health,10k-100k,1,2023-12-19,6f3a9368-734b-4b74-a45a-fceaeaf62203,St Vincent's Health Australia cyber attack (December 2023),2026-08-05,,,960,0,1,731-1460
3417,Austal,Other,organisation,organisation,LARGE,3.0,0,0.9,very_large,unknown,other,unknown,1,2023-12-02,503c59e3-88e2-453a-baa4-92508f68d422,US Navy shipbuilder Austal says cyber incident had 'no impact on,2026-08-05,,,977,0,1,731-1460
3431,Catapult,Technology,organisation,organisation,LARGE,3.0,0,0.9,large,unknown,technology,unknown,1,2023-12-01,88eb75ee-c7d8-4c3d-8541-1c6139bf2126,Catapult college football videos: Company denies security breach,2026-08-05,,,978,0,1,731-1460
3437,University of Notre Dame Australia,Education,organisation,organisation,LARGE,3.0,0,1.0,large,unknown,education,unknown,1,2024-01-01,d66ed2bb-7d0e-422b-8be0-921f18185610,University of Notre Dame Australia Fog ransomware attack (January 2024),2025-01-01,e6a84856-cb95-44da-bc64-ae33aff3eac8,University of Notre Dame Australia cyber incident (January 2025),366,1,1,366-730
3437,University of Notre Dame Australia,Education,organisation,organisation,LARGE,3.0,0,1.0,large,unknown,education,unknown,2,2025-01-01,e6a84856-cb95-44da-bc64-ae33aff3eac8,University of Notre Dame Australia cyber incident (January 2025),2026-08-05,,,581,0,2,366-730
3447,Aboriginal Family Support Services,,organisation,organisation,LARGE,3.0,0,0.8,medium,unknown,other,1k-10k,1,2023-11-27,aff07d57-a59f-43a6-850f-95daa7ca8784,Aboriginal child protection service contracted by SA government hit by data breach,2026-08-05,,,982,0,1,731-1460
3451,Rural Fire Service,Government,organisation,organisation,LARGE,3.0,0,1.0,very_large,unknown,government,unknown,1,2023-12-01,3e1e699a-6ee4-48a9-a602-477a2f916ec7,Former QFES contractor investigated over alleged Rural Fire Service information breach,2026-06-26,69112208-203d-472e-ae55-84b3bf584d1d,NSW Rural Fire Service cyber security incident and historical data compromise,938,1,1,731-1460
3451,Rural Fire Service,Government,organisation,organisation,LARGE,3.0,0,1.0,very_large,unknown,government,unknown,2,2026-06-26,69112208-203d-472e-ae55-84b3bf584d1d,NSW Rural Fire Service cyber security incident and historical data compromise,2026-08-05,,,40,0,2,0-180
3463,Clinic,Healthcare,organisation,organisation,UNKNOWN,2.8546875,1,0.4,unknown,unknown,health,1k-10k,1,2023-09-01,2403a2a2-6c05-476e-bdb7-7de3a5565f65,Clinic’s data breach a reminder to bolster security,2024-09-15,e2bda4ed-84e7-4a1c-9574-560aad2a2af5,Patients sent spam emails in practice software breach,380,1,1,366-730
3463,Clinic,Healthcare,organisation,organisation,UNKNOWN,2.8546875,1,0.4,unknown,unknown,health,unknown,2,2024-09-15,e2bda4ed-84e7-4a1c-9574-560aad2a2af5,Patients sent spam emails in practice software breach,2026-08-05,,,689,0,2,366-730
3495,Australian Shipbuilder,Other,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,other,unknown,1,2023-12-02,66fe533f-fefb-443f-8e92-69c074e3f86f,Cyber security: Two months in retrospect (Australia),2026-08-05,,,977,0,1,731-1460
3515,National Office of Cyber Security,Government,government_body,government_body,MEDIUM,2.0,0,0.9,medium,unknown,government,unknown,1,2023-04-01,11da0eb3-4ce8-470d-83c6-5a63e65be2bf,Hacked! Lessons from a Cyber Attack,2026-08-05,,,1222,0,1,731-1460
3527,Woollahra Council,Government,organisation,organisation,LARGE,3.0,0,0.9,large,unknown,government,unknown,1,2023-12-15,c7b90088-9810-4a72-b563-85162903feae,Thousands of residents in affluent Sydney suburbs affected by cyberattack,2026-08-05,,,964,0,1,731-1460
3548,Optimum Allied Health,Healthcare,organisation,organisation,SMALL,1.0,0,0.6,small,unknown,health,unknown,1,2021-10-01,44c1ade1-50d9-41d0-8a21-0efcf932c2e0,Optimum Allied Health data breach (July 2024),2026-08-05,,,1769,0,1,>1460
3565,Inspiring Vacations,Other,organisation,organisation,MEDIUM,2.0,0,0.7,medium,unknown,other,100k+,1,2023-11-25,b816fac7-234e-410f-b69b-2678bc4a1912,Inspiring Vacations data breach (November 2023),2026-08-05,,,984,0,1,731-1460
3580,Sydney radiologist,Individual,organisation,organisation,MEDIUM,2.0,0,0.8,medium,unknown,other,unknown,1,2023-11-22,62f6731c-e246-4d28-96ef-1fe0f27440dd,Hacked Sydney radiologist instructs staff to tell customers hack was,2026-08-05,,,987,0,1,731-1460
3587,Crace Medical Centre,Healthcare,organisation,organisation,SMALL,1.0,0,0.9,small,unknown,health,unknown,1,2023-12-12,c98e9414-08d0-4d60-b172-a07ae395344c,Patient data hacked at Canberra medical centre,2026-08-05,,,967,0,1,731-1460
3599,The Iconic,Retail,organisation,organisation,LARGE,3.0,0,0.9,large,unknown,retail,10k-100k,1,2023-11-01,92297337-b19a-43a2-b9e7-eb42032dc57c,The Iconic promises to issue refunds to hacked customers,2026-08-05,,,1008,0,1,731-1460
3607,Quantum Radiology,Healthcare,organisation,organisation,MEDIUM,2.0,0,0.8,medium,unknown,health,unknown,1,2023-11-22,cd37031d-7a06-4998-9044-1df0d4fa5e3a,"Quantum Radiology recovers ""majority"" of patient records after 2023",2026-08-05,,,987,0,1,731-1460
3620,Court Services Victoria,Government,organisation,organisation,LARGE,3.0,0,1.0,very_large,unknown,government,10k-100k,1,2023-11-01,a59c2ae8-0b70-444a-8918-90a52f012bb0,Court Services Victoria cyber attack (November 2023),2026-08-05,,,1008,0,1,731-1460
3638,Hal Leonard Australia,Other,organisation,organisation,MEDIUM,2.0,0,0.7,medium,unknown,other,unknown,1,2024-01-08,f8534d52-f559-4be9-9fd2-3ae8799a3da3,Print music giant Hal Leonard Australia falls victim to Qilin ransomware,2026-08-05,,,940,0,1,731-1460
3650,Eagers Automotive,Other,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,other,unknown,1,2023-12-27,3ba18e8b-e619-4e1f-87a5-391bc4452e64,Customers warned after major car dealership group Eagers Automotive hacked,2026-08-05,,,952,0,1,731-1460
3713,Football Australia,Other,organisation,organisation,MEDIUM,2.0,0,0.8,medium,unknown,other,1k-10k,1,2022-03-26,4722f686-18c5-4243-8a78-a313e9311a35,Football Australia data breach (March 2022),2026-08-05,,,1593,0,1,>1460
3789,Southern Water,Other,organisation,organisation,UNKNOWN,2.8546875,1,0.4,unknown,unknown,other,100k+,1,2024-01-22,b45d1d5d-9e80-4d61-aa3e-16835d09fbd4,Southern Water customers affected by cyber attack,2026-08-05,,,926,0,1,731-1460
3793,Tangerine,Technology,organisation,organisation,MEDIUM,2.0,0,0.8,medium,unknown,technology,100k+,1,2024-02-01,00b578aa-ca07-465f-8cd1-1f310577efc5,"232,000 customers exposed in Tangerine security breach",2026-08-05,,,916,0,1,731-1460
3798,AnyDesk,Technology,organisation,organisation,LARGE,3.0,0,0.9,large,unknown,technology,10k-100k,1,2023-12-31,75cac18d-e260-4771-8864-9469c4950757,AnyDesk resets passwords after breach,2026-08-05,,,948,0,1,731-1460
3807,Cloudflare,Technology,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,technology,unknown,1,2023-11-14,e01ca9bb-d58a-4e67-8405-561dcaedcab0,Cloudflare server breached using old credentials from previous attack,2026-08-05,,,995,0,1,731-1460
3811,Kadac Australia,Other,organisation,organisation,MEDIUM,2.0,0,0.8,medium,unknown,other,unknown,1,2024-02-12,6b4045a7-86b8-48ec-9d14-57e319da9611,"Kadac Australia hit by Medusa ransomware attack, threat group demands $100k",2026-08-05,,,905,0,1,731-1460
3820,GaP Solutions,Retail,organisation,organisation,MEDIUM,2.0,0,0.9,small,unknown,retail,unknown,1,2024-02-29,b4374883-198b-4637-9478-f1cca6a00ec1,GaP Solutions bit by LockBit ransomware attack,2026-08-05,,,888,0,1,731-1460
3823,Australian Human Resources Institute,,organisation,organisation,MEDIUM,2.0,0,0.9,medium,unknown,other,unknown,1,2024-02-01,90792e6a-2a38-4546-9c28-d764b6777162,Australian Human Resources Institute warns customers of cyber attack,2026-08-05,,,916,0,1,731-1460
3835,Elite Supplements,Other,organisation,organisation,MEDIUM,2.0,0,0.7,medium,unknown,other,unknown,1,2024-01-30,4d84c709-7542-4c02-b298-f366413488d0,Customer data stolen in major Australian supplement brand cyber attack,2026-08-05,,,918,0,1,731-1460
3845,Commonwealth Bank of Australia,Finance,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,finance,10k-100k,1,2016-01-01,54b73e7f-bcd1-4bd0-ac7c-ee76a1435a87,Commonwealth Bank Data Leak Due to Domain Misspelling,2021-01-01,0bf475d9-37b7-4874-a164-f32ae3b1adec,Multiple Australian bank customers’ credentials compromised via infostealer malware,1827,1,1,>1460
3845,Commonwealth Bank of Australia,Finance,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,finance,10k-100k,2,2021-01-01,0bf475d9-37b7-4874-a164-f32ae3b1adec,Multiple Australian bank customers’ credentials compromised via infostealer malware,2025-02-01,29631f73-ef90-4e6d-9a65-337fe64f6904,Commonwealth Bank $1 Billion Suspected Loan Fraud with AI-Generated Documents,1492,1,2,>1460
3845,Commonwealth Bank of Australia,Finance,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,finance,unknown,3,2025-02-01,29631f73-ef90-4e6d-9a65-337fe64f6904,Commonwealth Bank $1 Billion Suspected Loan Fraud with AI-Generated Documents,2025-04-01,a634f5c5-dc4e-4b17-9951-0dbbb51b8cf9,"Cybercriminals Trade Stolen Banking Info of 65,000 Australians",59,1,3+,0-180
3845,Commonwealth Bank of Australia,Finance,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,finance,10k-100k,4,2025-04-01,a634f5c5-dc4e-4b17-9951-0dbbb51b8cf9,"Cybercriminals Trade Stolen Banking Info of 65,000 Australians",2025-07-01,0c8b6662-8335-4fbb-8c54-d5d2ac71f6a0,Callback Scam Campaigns Impersonate Major Australian Banks,91,1,3+,0-180
3845,Commonwealth Bank of Australia,Finance,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,finance,10k-100k,5,2025-07-01,0c8b6662-8335-4fbb-8c54-d5d2ac71f6a0,Callback Scam Campaigns Impersonate Major Australian Banks,2026-08-05,,,400,0,3+,366-730
3847,Epic Games,Technology,organisation,organisation,HUGE,4.0,0,0.9,very_large,unknown,technology,unknown,1,2024-02-28,78f803d5-470a-4530-86f3-478b08eb1f80,Fortnite game developer Epic Games allegedly hacked,2026-08-05,,,889,0,1,731-1460
3857,Vili's,Other,organisation,organisation,MEDIUM,2.0,0,0.5,unknown,unknown,other,unknown,1,2024-02-15,64469738-ff9b-4e20-a00f-2de132d777e0,Vili's data breach (February 2024),2026-08-05,,,902,0,1,731-1460
3863,ZircoDATA,Technology,organisation,organisation,LARGE,3.0,0,0.8,large,unknown,technology,unknown,1,2024-01-01,c5356fc1-b790-46e5-9880-20b4d497203e,ZircoDATA ransomware breach involving Monash Health (January 2024),2026-08-05,,,947,0,1,731-1460
3887,Central Coast Council,Government,organisation,organisation,LARGE,3.0,0,0.9,very_large,unknown,government,unknown,1,2023-04-01,4d5812d3-c976-4458-9d75-2c2e9edba6a5,Central Coast Council cyber attack could affect people nationwide,2026-08-05,,,1222,0,1,731-1460
3906,Premier's Department,Government,organisation,organisation,HUGE,4.0,0,0.8,very_large,unknown,government,unknown,1,2023-09-28,a0e02265-dd6e-4812-a485-f14a71cd3482,Premier's Department cyber security incident (September 2023),2026-08-05,,,1042,0,1,731-1460
3914,AustralianSuper,Financial,organisation,organisation,LARGE,3.0,0,0.9,very_large,unknown,finance,10k-100k,1,2025-03-29,5f077fd9-773d-4bb5-9239-d412c0c25208,'AustralianSuper was not hacked': Fund responds to cyber incident,2025-08-12,a57f27e6-ff4e-46f3-8960-03a775c68685,"AUD 500,000 Lost in Cyber Attack on Australian Superannuation",136,1,1,0-180
3914,AustralianSuper,Financial,organisation,organisation,LARGE,3.0,0,0.9,very_large,unknown,finance,unknown,2,2025-08-12,a57f27e6-ff4e-46f3-8960-03a775c68685,"AUD 500,000 Lost in Cyber Attack on Australian Superannuation",2026-08-05,,,358,0,2,181-365
3918,Insignia Financial,Financial,organisation,organisation,LARGE,3.0,0,0.95,very_large,unknown,finance,<1k,1,2025-03-29,4bbbdb62-e4b7-46c0-9525-8879cee974f7,Insignia platform breached amid 'unsettling' super sector cyber attack,2026-08-05,,,494,0,1,366-730
3927,Outabox,Other,organisation,organisation,SMALL,1.0,0,0.4,unknown,unknown,other,100k+,1,2024-04-29,4f5f4e37-3e38-474b-b5f6-e9872b838436,Outabox data breach | NSW Government,2026-08-05,,,828,0,1,731-1460
3945,ACT container deposit scheme,Government,organisation,organisation,HUGE,4.0,0,0.9,unknown,unknown,government,unknown,1,2024-03-01,34da22ac-3831-43b4-adf1-870478f36344,ACT container deposit scheme suffers another security breach,2026-08-05,,,887,0,1,731-1460
3991,Northern Minerals,Mining,organisation,organisation,MEDIUM,2.0,0,0.9,medium,unknown,industrial,unknown,1,2024-03-01,32c9cbc4-2d32-4d06-b544-3e03302270b3,Northern Minerals ransomware data leak (March 2024),2025-01-01,b2796038-6d8d-4e9f-ab9c-ae70d18ba2ab,Cybersecurity in mining: protecting infrastructure and digital assets,306,1,1,181-365
3991,Northern Minerals,Mining,organisation,organisation,MEDIUM,2.0,0,0.9,medium,unknown,industrial,unknown,2,2025-01-01,b2796038-6d8d-4e9f-ab9c-ae70d18ba2ab,Cybersecurity in mining: protecting infrastructure and digital assets,2026-08-05,,,581,0,2,366-730
4102,DJI,Technology,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,technology,unknown,1,2024-04-16,1749862e-23de-4bed-8043-314058f0f293,DJI suffers alleged data breach at the hands of R00TK1T,2026-08-05,,,841,0,1,731-1460
4114,Aussizz Group,Other,organisation,organisation,MEDIUM,2.0,0,0.7,medium,unknown,other,1k-10k,1,2024-04-01,2ca32c66-39f6-45ca-b764-c22942bedc2d,Aussizz Group data breach,2026-08-05,,,856,0,1,731-1460
4117,Pandemonium Rocks Music festival,Other,organisation,organisation,SMALL,1.0,0,0.6,small,unknown,other,<1k,1,2024-04-12,2cd725b3-bc54-4f0b-adda-1d9aa485d892,Pandemonium Rocks Music festival hit by new blow as more than 400 ticket holders caught up in data breach,2026-08-05,,,845,0,1,731-1460
4133,MotorCycle Holdings,Other,organisation,organisation,LARGE,3.0,0,0.9,large,unknown,other,unknown,1,2024-04-08,85baecf7-fe2d-419c-9b98-d6a0fa79bcc9,MotorCycle Holdings cyber attack (April 2024),2026-08-05,,,849,0,1,731-1460
4141,Diabetes WA,Healthcare,organisation,organisation,MEDIUM,2.0,0,0.7,medium,unknown,health,unknown,1,2020-12-01,3acea829-63fe-44c7-9415-23797e5c1a34,Letter to impacted clients - Diabetes And Health Solutions,2024-04-01,2bf63674-3731-497a-838f-2b0119f7f9d5,Diabetes WA is the latest hacked Australian healthcare organisation,1217,1,1,731-1460
4141,Diabetes WA,Healthcare,organisation,organisation,MEDIUM,2.0,0,0.7,medium,unknown,health,100k+,2,2024-04-01,2bf63674-3731-497a-838f-2b0119f7f9d5,Diabetes WA is the latest hacked Australian healthcare organisation,2026-08-05,,,856,0,2,731-1460
4142,Smoke Alarm Solutions,Other,organisation,organisation,MEDIUM,2.0,0,0.9,medium,unknown,other,100k+,1,2024-02-01,07b55ec4-562d-4331-8a77-f699226e5e73,Homeowners urged to be vigilant for scams after ‘shocking’ data breach at major smoke alarm provider,2026-08-05,,,916,0,1,731-1460
4147,Department of Finance,Government,government_body,government_body,LARGE,3.0,0,1.0,very_large,unknown,government,<1k,1,2023-11-02,e05ed49b-0064-4a85-ba53-fe384a807ed2,Information management | Department of Finance,2026-08-05,,,1007,0,1,731-1460
4184,SSS Australia,Healthcare,organisation,organisation,MEDIUM,2.0,0,0.8,medium,unknown,health,10k-100k,1,2024-03-29,eaf00cad-7c6d-48c7-8be8-f0b7b044e710,SSS Australia falls victim to Hunters International ransomware gang,2026-08-05,,,859,0,1,731-1460
4214,Opteon,Other,organisation,organisation,LARGE,3.0,0,0.9,large,unknown,other,unknown,1,2024-04-01,9e13136f-4b0c-441a-aac4-ea70549849ab,HTW employee details may have been compromised in valuer data breach,2026-08-05,,,856,0,1,731-1460
4218,Mt Hira College,Education,organisation,organisation,MEDIUM,2.0,0,0.7,medium,unknown,education,<1k,1,2024-04-27,0b507238-23f0-4733-b597-0644d5489ea1,Exclusive: Mt Hira College suffers alleged student email data breach,2026-08-05,,,830,0,1,731-1460
4230,BHF Couriers,Other,organisation,organisation,MEDIUM,2.0,0,0.9,small,unknown,other,100k+,1,2024-04-15,3f525a6c-13ea-4407-8385-3d2966a2a54a,BHF Couriers denies credit card data breach,2026-08-05,,,842,0,1,731-1460
4283,Firstmac Limited,Financial,organisation,organisation,LARGE,3.0,0,0.9,large,unknown,finance,unknown,1,2024-04-30,cb0f253f-ac0b-414a-bca8-23a39283a6ba,Firstmac Limited - Cyber Incident (loans.com.au Business Partner) : r,2026-08-05,,,827,0,1,731-1460
4304,Sumo,Energy,organisation,organisation,MEDIUM,2.0,0,0.9,medium,unknown,industrial,10k-100k,1,2024-05-13,b1a25a58-538e-441f-bcf4-047d262c18ec,Sumo data breach | NSW Government,2026-08-05,,,814,0,1,731-1460
4310,ClubsNSW,,organisation,organisation,MEDIUM,2.0,0,0.9,medium,unknown,other,100k+,1,2024-05-02,8bbd23c2-c8b9-4bfc-bab1-0ffa8941f62a,Data breach: More than one million Aussies who visited ClubsNSW venues at risk of identity theft,2026-08-05,,,825,0,1,731-1460
4323,Ticketek,Technology,organisation,organisation,LARGE,3.0,0,0.9,large,unknown,technology,100k+,1,2024-05-01,50cbb6fe-d833-4369-b1fc-de52c0dc4f96,Ticketek cyber incident (May 2024),2026-08-05,,,826,0,1,731-1460
4329,Dell,Technology,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,technology,100k+,1,2024-04-01,c1c325e1-6ff4-4c64-a286-15c032fe9487,Dell warns of data breach affecting 49m customers,2024-09-01,9ecb03ce-0ac4-4d73-83c3-4ef069898036,Dell allegedly breached twice in 1 weekend,153,1,1,0-180
4329,Dell,Technology,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,technology,10k-100k,2,2024-09-01,9ecb03ce-0ac4-4d73-83c3-4ef069898036,Dell allegedly breached twice in 1 weekend,2026-08-05,,,703,0,2,366-730
4343,PremierTech2,Technology,organisation,organisation,UNKNOWN,2.8546875,1,1.0,unknown,unknown,technology,unknown,1,2024-05-01,dcc66dd1-9865-4bdd-a5b1-871bea0b559b,Cyber incident case study:,2026-08-05,,,826,0,1,731-1460
4353,XM Group,Financial,organisation,organisation,LARGE,3.0,0,0.6,large,unknown,finance,100k+,1,2024-05-18,e7955d84-7d49-4e6c-b23f-040aff976d76,XM Group data breach (May 2024),2026-08-05,,,809,0,1,731-1460
4386,Live Nation,Technology,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,technology,100k+,1,2024-05-20,89c0a567-dc0e-4a69-9b7b-17b46b447a1c,"Hackers claim Ticketmaster/Live Nation data breach, more than 500m compromised",2026-08-05,,,807,0,1,731-1460
4387,Ticketmaster,Technology,organisation,organisation,HUGE,4.0,0,0.9,very_large,unknown,technology,100k+,1,2024-05-20,89c0a567-dc0e-4a69-9b7b-17b46b447a1c,"Hackers claim Ticketmaster/Live Nation data breach, more than 500m compromised",2026-08-05,,,807,0,1,731-1460
